,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,-0.27362564227862546,-0.3253999522256381,-0.16894455670411065,0.11779938817385019,0.03676541222945954,0.3423666762170224,-0.259494115599585,0.02467447988666409,-0.10039925152353828,0.7878453311679624,-0.2220764800342556,-0.7465763498249485,-0.14787950039309314,0.009558816082105334,-0.12231161911794979,-0.13028322229369516,0.12368750852884394
1,0.25384351876396144,-0.32061372383630826,-0.2134603313517967,-0.20963051529894394,0.09583101220915688,0.21562869473284074,0.049918901678712296,-0.020864731068111705,-0.21316970311847114,-0.03151426334894661,-0.3280107116433575,-0.6035171057630946,0.005993646821631192,-0.4613251166526328,0.1031162228819201,-0.3948647663360395,0.4425290845489374
2,0.14532267672787572,0.23754483149177483,-0.013991395283979578,-0.05433007740584073,-0.021925198723855864,-0.2494139462974362,-0.06654351812774391,0.2995871251223427,-0.4678663827485507,-0.112888467030921,-0.1627721887085216,-0.5016287297735361,-0.14277837310617658,-0.20338441511809716,-0.17584989068884727,-0.06782415680649692,-0.07359085869828697
3,-0.24184709278920713,0.0013545478597650235,-0.21954834282850166,0.041206849860586946,-0.2774903569324147,-0.13430545425884882,0.8357855948087605,0.06526863019604195,-0.16284849083376535,-0.4329545883693565,0.5798108802042155,-0.401312488068437,-0.00987057148628435,-0.03004736433962267,-0.316428204370645,0.06814914916927317,-0.23167547964922916
4,-0.334789817510863,0.02616852981387923,0.017498281670818606,0.01379549997110954,0.8191218748331338,-0.33012083982468376,-0.25296974620280593,0.033791348646000176,0.0653306117493143,-0.2134052583036238,0.20572726210444717,0.15983188117371847,0.03287757753483567,0.047339002481527066,-0.17540847403302326,0.07049207375030833,0.33448593988632713
5,0.10572819238694892,-0.16391424766622523,-0.018083805888406513,-0.23166579055819767,-0.28005334584773184,-0.12867112408757497,-0.00276497763691614,-0.020801882171619733,-0.08397235913028599,-0.27419671507805843,-0.3244775527291046,-0.5548368821039705,-0.18248361927283954,0.10140081929316523,0.3844104598312063,-0.07468278785501245,0.1868457311136915
6,0.6938821714508434,0.7557376073645381,0.031462615794452746,0.0024662408812870878,0.492062189164234,-0.29011335303448976,0.013952827235129415,0.03652859929616503,-0.6220224625759121,-0.09030269807047708,-0.4846270208684838,-0.0393070542739516,0.08143694295515362,0.015360127537304112,0.3565288522999853,-0.18186949143262582,0.3527512552432317
7,-0.1700137763859844,-0.1763875921744117,0.09086480146373634,-0.0274406448097238,0.6736330369391614,-0.20995022105068822,-0.14163266395909943,0.02207249436683472,0.1591123846942523,-0.22231916715818903,-0.002707049384514059,0.1654246390695387,0.04509254169462178,-0.0015530982217831849,-0.12024191533387386,-0.02469065261481166,0.040894479585431937
8,0.6517197859659394,0.1540199398173699,0.013388535361486535,-0.09175429327643109,-0.11028973887142027,0.0010475248272423857,-0.013196270865932476,-0.013639060055687165,-0.20167659094086055,-0.3900001692483269,-0.007421852778463328,0.7809933638712356,0.08612594081945327,0.010321834722265995,-0.15495516005853302,-0.07688497375991582,-0.014675911668078927
9,-0.3593254932373003,-0.31168751829687374,-0.06026326718809447,0.06038596047178265,0.44888666044695713,-0.06967710575485919,0.13221514823007488,0.09016164447471273,0.19001047613714422,0.7768797655037923,-0.14454502170253652,-0.37599716271136124,-0.00979385547664468,-0.05700312751122467,-0.11075137606432933,-0.07814872701160522,0.22077643070564873
